categoria,marca,modelo,motor,versao,transmissao,ar_condicionado,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano
MÉDIO,CHEVROLET,Onix Plus,1.0­12V,2LT,M­6,S,E,F,"10,1","12,5","14,3","17,7",2020
MÉDIO,CHEVROLET,Onix Plus,1.0­12V,8LT,M­6,S,E,F,"10,1","12,5","14,3","17,7",2020
MÉDIO,CHEVROLET,Onix Plus,1.0­12V,5LT,M­6,S,E,F,"10,1","12,5","14,3","17,7",2020
MÉDIO,CHEVROLET,Onix Plus,1.0­12V,1LT,M­6,S,E,F,"10,1","12,5","14,3","17,7",2020
MÉDIO,CHEVROLET,Onix Plus Joy,1.0­8V,Plus Joy,M­6,S,E,F,"8,7","10,6","12,8","15,3",2020
MÉDIO,CHEVROLET,Onix Plus Joy,1.0­8V,Plus Joy Black,M­6,S,E,F,"8,7","10,6","12,8","15,3",2020
MÉDIO,CHEVROLET,Spin,1.8­8V,LT,M­6,S,E,F,"7,8","9,1","11,3","13,0",2020
MÉDIO,CHEVROLET,Spin,1.8­8V,LS,M­6,S,E,F,"7,8","9,1","11,3","13,0",2020
MÉDIO,CHEVROLET,Spin,1.8­8V,LT,A­6,S,E,F,"7,2","8,9","10,6","12,8",2020
MÉDIO,CHEVROLET,Spin,1.8­8V,LS2,M­6,S,E,F,"7,8","8,9","11,0","12,6",2020
MÉDIO,VW,Voyage,1.0­12V,(roda aro 14),M­5,S,H,F,"8,9","10,6","13,4","15,6",2020
MÉDIO,VW,Voyage,1.0­12V,(roda aro 15),M­5,S,H,F,"9,1","10,6","13,1","15,1",2020
MÉDIO,VW,Voyage,1.6­8V,Patrulheiro,M­5,S,H,F,"7,7","9,0","11,2","13,0",2020
MÉDIO,VW,Voyage,1.6­16V,MSI,A­6,S,H,F,"8,0","10,1","11,1","14,3",2020
MÉDIO,VW,Golf,2.0­16V,GTI,DCT­6,S,E,G,\,\,"9,9","12,2",2020
MÉDIO,VW,Polo,1.6­16V,MSI,M­5,S,E,F,"8,2","9,5","12,0","13,9",2020
MÉDIO,VW,Polo,1.6­16V,MSI,A­6,S,E,F,"7,9","9,6","11,0","13,8",2020
MÉDIO,VW,Polo,1.0­12V,Sense 200 TSI,A­6,S,E,F,"8,0","9,8","11,6","14,1",2020
MÉDIO,VW,Polo,1.0­12V,"Comforlline
200TSI (roda
aro 15)",A­6,S,E,F,"8,0","9,8","11,6","14,1",2020
MÉDIO,VW,Polo,1.0­12V,"Comfortline
200TSI (roda
aro 16)",A­6,S,E,F,"7,9","9,5","11,4","13,9",2020
MÉDIO,VW,Polo,1.0­12V,Highline 200TSI,A­6,S,E,F,"7,9","9,5","11,4","13,9",2020
MÉDIO,VW,Virtus,1.6­16V,MSI,M­5,S,E,F,"8,2","9,5","11,9","13,8",2020
MÉDIO,VW,Virtus,1.6­16V,MSI,A­6,S,E,F,"7,8","9,8","10,8","13,8",2020
MÉDIO,VW,Virtus,1.6­16V,Sense MSI,A­6,S,E,F,"7,8","9,8","10,8","13,8",2020
MÉDIO,VW,Virtus,1.0­12V,"Comfortline
200 TSI",A­6,S,E,F,"7,8","10,2","11,2","14,6",2020
MÉDIO,VW,Virtus,1.0­12V,"Highline 200
TSI",A­6,S,E,F,"7,8","10,2","11,2","14,6",2020
MÉDIO,VW,T­Cross,1.0­12V,200TSI,M­6,S,E,F,"8,5","10,1","12,2","14,5",2020
MÉDIO,VW,T­Cross,1.0­12V,200TSI,A­6,S,E,F,"7,6","9,5","11,0","13,5",2020
MÉDIO,VW,T­Cross,1.0­12V,"Comfortline
200 TSI",A­6,S,E,F,"7,6","9,5","10,8","13,4",2020
MÉDIO,VW,T­Cross,1.4­16V,"Highline 250
TSI",A­6,S,E,F,"7,7","9,3","11,0","13,2",2020
GRANDE,NISSAN,Novo Sentra,2.0­16V,S,CVT,S,E,F,"6,7","9,1","9,9","12,7",2020
GRANDE,NISSAN,Novo Sentra,2.0­16V,SV,CVT,S,E,F,"6,7","9,1","9,9","12,7",2020
GRANDE,NISSAN,Novo Sentra,2.0­16V,SL,CVT,S,E,F,"6,7","9,1","9,9","12,7",2020
GRANDE,NISSAN,Leaf,Elétrico,TEKNA,AUTO,S,E,G,\,\,"38,7","31,9",2020
GRANDE,KIA,Cerato,2.0­16V,"FF EX/ LX/ SX/
GT 2,0 AT",A­6,S,E,F,"6,5","9,3","9,6","13,1",2020
GRANDE,CAOA CHERY,Arrizo 5,1.5­16V Turbo,RX,CVT,S,E,F,"6,7","8,4","9,9","12,1",2020
GRANDE,CAOA CHERY,Arrizo 5,1.5­16V Turbo,RXT,CVT,S,E,F,"6,7","8,4","9,9","12,1",2020
GRANDE,CAOA CHERY,Arrizo 5 E,E,E,A,S,E,E,\,\,"39,3","34,5",2020
GRANDE,SUBARU,WRX,2.5­16V,STI,M­6,S,E,G,\,\,"6,2","7,9",2020
GRANDE,HYUNDAI,Elantra,2.0­16V,Elantra,A­6,S,E,F,"6,5","9,1","9,6","13,4",2020
GRANDE,AUDI,A3 Sedan,1.4­16V,Prestige,A­6,S,E,F,"7,8","9,9","11,7","14,2",2020
GRANDE,AUDI,A3 Sedan,1.4­16V,Prestige Plus,A­6,S,E,F,"7,8","9,9","11,7","14,2",2020
GRANDE,AUDI,A3 Sedan,2.0­16V,Performance,DCT­6,S,E,G,\,\,"10,3","12,8",2020
GRANDE,AUDI,Q3,1.4­16V,Prestige,DCT­6,S,E,F,"6,9","8,1","10,2","11,9",2020
GRANDE,AUDI,Q3,1.4­16V,Prestige Plus,DCT­6,S,E,F,"6,9","8,1","10,2","11,9",2020
GRANDE,AUDI,Q3,1.4­16V,Black,DCT­6,S,E,F,"6,9","8,1","10,2","11,9",2020
GRANDE,HONDA,Civic,2.0­16V,"LX / EX / EXL /
Sport",CVT,S,E,F,"7,2","8,9","10,5","13,0",2020
GRANDE,HONDA,Civic,1.5­16V Turbo,Touring,CVT,S,E,G,\,\,"11,8","14,4",2020
GRANDE,HONDA,Civic,1.5­16V Turbo,Coupe Si,M­6,S,E,G,\,\,"11,2","13,7",2020
GRANDE,TOYOTA,Corolla,1.8­16V,"Altis Premium
H",CVT,S,E,F,"10,9","9,9","16,3","14,5",2020
GRANDE,TOYOTA,Corolla,1.8­16V,Altis HV,CVT,S,E,F,"10,9","9,9","16,3","14,5",2020
GRANDE,TOYOTA,Corolla,2.0­16V,XEI,CVT,S,E,F,"8,0","9,7","11,6","13,9",2020
GRANDE,TOYOTA,Corolla,2.0­16V,GLI,CVT,S,E,F,"8,0","9,7","11,6","13,9",2020
GRANDE,TOYOTA,Corolla,2.0­16V,Altis Premium,CVT,S,E,F,"8,0","9,7","11,6","13,9",2020
GRANDE,BMW,X2,1.5­16V,sDrive 18i,A­6,S,E­H,F,"7,4","8,7","10,6","12,5",2020
GRANDE,BMW,X2,2.0­16V,sDrive 20i,A­8,S,E­H,F,"6,8","8,8","10,4","13,1",2020
GRANDE,BMW,X2,2.0­16V,M35i,A­8,S,E­H,G,\,\,"8,7","11,1",2020
GRANDE,BMW,X1,2.0­16V,xDrive 25i,A­8,S,E­H,F,"6,6","8,1","9,4","11,4",2020
GRANDE,BMW,X1,2.0­16V,sDrive 20i,A­8,S,E­H,F,"6,9","8,4","10,0","12,1",2020
GRANDE,CHEVROLET,Cruze,1.4­16V Turbo,LT,A­6,S,E,F,"7,8","9,8","11,3","14,0",2020
GRANDE,CHEVROLET,Cruze,1.4­16V Turbo,PRE2,A­6,S,E,F,"7,6","9,4","11,1","13,9",2020
GRANDE,CHEVROLET,Cruze,1.4­16V Turbo,PRE,A­6,S,E,F,"7,6","9,4","11,1","13,9",2020
GRANDE,CHEVROLET,Cruze Sport6,1.4­16V Turbo,PRE2,A­6,S,E,F,"7,6","9,4","11,1","13,5",2020
GRANDE,CHEVROLET,Cruze Sport6,1.4­16V Turbo,PRE,A­6,S,E,F,"7,6","9,4","11,1","13,5",2020
GRANDE,CHEVROLET,Cruze Sport6,1.4­16V Turbo,LT,A­6,S,E,F,"7,6","9,4","11,1","13,5",2020
"EXTRA
GRANDE",JAGUAR,XF,2.0­16V Turbo,P250 Prestige,A­8,S,E,G,\,\,"8,5","11,9",2020
"EXTRA
GRANDE",JAGUAR,XF,2.0­16V Turbo,P250 R­Sport,A­8,S,E,G,\,\,"8,5","11,9",2020
"EXTRA
GRANDE",JAGUAR,XF,2.0­16V Turbo,P250 Pure,A­8,S,E,G,\,\,"8,5","11,9",2020
"EXTRA
GRANDE",JAGUAR,XF,2.0­16V Turbo,P250 Prestige,A­8,S,E,G,\,\,"8,5","11,9",2020
"EXTRA
GRANDE",JAGUAR,XF,2.0­16V Turbo,Prestige,A­8,S,E,G,\,\,"8,3","11,0",2020
"EXTRA
GRANDE",JAGUAR,XF,2.0­16V Turbo,Pure TC,A­8,S,E,G,\,\,"8,3","11,0",2020
"EXTRA
GRANDE",JAGUAR,XF,2.0­16V Turbo,Pure,A­8,S,E,G,\,\,"8,3","11,0",2020
"EXTRA
GRANDE",JAGUAR,XF,2.0­16V Turbo,R­Sport,A­8,S,E,G,\,\,"8,3","11,0",2020
"EXTRA
GRANDE",JAGUAR,XF,3.0­24V,V6 Portfolio,A­8,S,E,G,\,\,"6,7","10,0",2020
"EXTRA
GRANDE",JAGUAR,XF,3.0­24V,V6 380CV S,A­8,S,E,G,\,\,"6,6","10,1",2020
"EXTRA
GRANDE",JAGUAR,XE,2.0­16V Turbo,P250 R­Sport,A­8,S,E,G,\,\,"8,5","11,2",2020
"EXTRA
GRANDE",JAGUAR,XE,2.0­16V Turbo,P250 Pure,A­8,S,E,G,\,\,"8,5","11,2",2020
"EXTRA
GRANDE",JAGUAR,XE,2.0­16V Turbo,P200 R­Sport,A­8,S,E,G,\,\,"8,7","11,1",2020
"EXTRA
GRANDE",JAGUAR,XE,2.0­16V Turbo,P200 Pure,A­8,S,E,G,\,\,"8,7","11,1",2020
"EXTRA
GRANDE",JAGUAR,XE,2.0­16V Turbo,Pure SI4,A­8,S,E,G,\,\,"8,4","10,9",2020
"EXTRA
GRANDE",JAGUAR,XE,2.0­16V Turbo,R­Sport SI4,A­8,S,E,G,\,\,"8,4","10,9",2020
"EXTRA
GRANDE",JAGUAR,XE,3.0­24V,"S 3,0 V6 SC",A­8,S,E,G,\,\,"7,2","10,5",2020
"EXTRA
GRANDE",JAGUAR,XE,3.0­24V,P380 S,A­8,S,E,G,\,\,"7,6","10,6",2020
"EXTRA
GRANDE",JAGUAR,XJ,3.0­24V,SC R­Sport,A­8,S,E,G,\,\,"6,5","10,2",2020
"EXTRA
GRANDE",JAGUAR,XJ,3.0­24V,SC Sport,A­8,S,E,G,\,\,"6,5","10,2",2020
"EXTRA
GRANDE",JAGUAR,I­Pace,Elétrico,E400 SE,A­1,S,E,E,\,\,"29,2","26,8",2020
"EXTRA
GRANDE",JAGUAR,I­Pace,Elétrico,E400 HSE,A­1,S,E,E,\,\,"29,2","26,8",2020
"EXTRA
GRANDE",JAGUAR,I­Pace,Elétrico,E400 S,A­1,S,E,E,\,\,"29,2","26,8",2020
"EXTRA
GRANDE",JAGUAR,I­Pace,Elétrico,E400 FIRSTED,A­1,S,E,E,\,\,"29,2","26,8",2020
"EXTRA
GRANDE",VOLVO,V60,2.0­16V Turbo,T5 Inscription,A­8,S,E,G,\,\,"9,3","12,5",2020
"EXTRA
GRANDE",VOLVO,V60,2.0­16V Turbo,T5 Momentum,A­8,S,E,G,\,\,"9,3","12,5",2020
"EXTRA
GRANDE",VOLVO,V60,2.0­16V Turbo,T5 R­Design,A­8,S,E,G,\,\,"9,3","12,5",2020
"EXTRA
GRANDE",VOLVO,S90,2.0­16V Turbo,T8 Inscription,A­8,S,E,G,\,\,"21,3","25,6",2020
"EXTRA
GRANDE",VOLVO,S90,2.0­16V Turbo,T8 R­Design,A­8,S,E,G,\,\,"21,3","25,6",2020
"EXTRA
GRANDE",VOLVO,S60 (MY19),2.0­16V,T4,A­8,S,E,G,\,\,"9,2","11,7",2020
"EXTRA
GRANDE",VOLVO,S60 (MY19),2.0­16V,T4 Momentum,A­8,S,E,G,\,\,"9,2","11,7",2020
"EXTRA
GRANDE",VOLVO,S60,2.0­16V,T5 Iinscrip,A­8,S,E,G,\,\,"9,0","11,6",2020
"EXTRA
GRANDE",VOLVO,S60,2.0­16V,T5 Momentum,A­8,S,E,G,\,\,"9,0","11,6",2020
"EXTRA
GRANDE",VOLVO,S60,2.0­16V,T5 R­Design,A­8,S,E,G,\,\,"9,0","11,6",2020
"EXTRA
GRANDE",VOLVO,S60,2.0­16V,T8 Inscript,A­8,S,E,G,\,\,"21,9","22,5",2020
"EXTRA
GRANDE",VOLVO,S60,2.0­16V,T8 Polestar,A­8,S,E,G,\,\,"21,9","22,5",2020
"EXTRA
GRANDE",VOLVO,S60,2.0­16V,T8 R­Design,A­8,S,E,G,\,\,"21,9","22,5",2020
"EXTRA
GRANDE",FORD,Fusion,2.0­16V,AWD Titanium,A­6,S,E,G,\,\,"8,2","11,1",2020
"EXTRA
GRANDE",FORD,Fusion,2.0­16V,SEL,A­6,S,E,G,\,\,"8,6","11,7",2020
"EXTRA
GRANDE",FORD,Fusion,2.0­16V,Titanium,A­6,S,E,G,\,\,"8,6","11,7",2020
"EXTRA
GRANDE",FORD,Fusion,2.0­16V,Hybrid,eCVT­6,S,E,G,\,\,"16,8","15,1",2020
"EXTRA
GRANDE",FORD,Edge,2.7­24V,ST,A­8,S,E,G,\,\,"7,3","9,4",2020
"EXTRA
GRANDE",KIA,Stinger,3.3­24V,"GT 3,3 AT",A­8,S,E,G,\,\,"6,6","9,2",2020
"EXTRA
GRANDE",HYUNDAI,Azera,3.0­24V,V6 GDI,A­8,S,E,G,\,\,"8,2","10,4",2020
"EXTRA
GRANDE",AUDI,A4 Sedan,2.0­16V,Prestige,DCT­7,S,E,G,\,\,"11,0","14,3",2020
"EXTRA
GRANDE",AUDI,A4 Sedan,2.0­16V,Prestige Plus,DCT­7,S,E,G,\,\,"11,0","14,3",2020
"EXTRA
GRANDE",AUDI,A4 Avant,2.0­16V,Prestige Plus,DCT­7,S,E,G,\,\,"10,5","13,5",2020
"EXTRA
GRANDE",AUDI,A5 Sportback,2.0­16V,Prestige,DCT­7,S,E,G,\,\,"11,0","13,4",2020
"EXTRA
GRANDE",AUDI,A5 Sportback,2.0­16V,Prestige Plus,DCT­7,S,E,G,\,\,"11,0","13,4",2020
"EXTRA
GRANDE",AUDI,A5 Sportback,2.0­16V,S line,DCT­7,S,E,G,\,\,"11,0","13,4",2020
"EXTRA
GRANDE",AUDI,A5 Sportback,2.0­16V,Performance,DCT­7,S,E,G,\,\,"9,3","11,9",2020
"EXTRA
GRANDE",AUDI,A5 Sportback,2.0­16V,"Performance
Black",DCT­7,S,E,G,\,\,"9,3","11,9",2020
"EXTRA
GRANDE",AUDI,Q5,2.0­16V,Security,DCT­7,S,E,G,\,\,"7,8","9,2",2020
"EXTRA
GRANDE",AUDI,A6 Sedan,3.0­24V,Performance,DCT­7,S,E,G,\,\,"8,3","10,3",2020
"EXTRA
GRANDE",AUDI,A7 Sportback,3.0­24V,Performance,DCT­7,S,E,G,\,\,"8,3","10,4",2020
"EXTRA
GRANDE",HONDA,Accord,2.0­16V,Touring,A­10,S,E,G,\,\,"9,0","12,3",2020
"EXTRA
GRANDE",MASERATI,Levante,3.0­24V,S,A­8,S,E,G,\,\,"6,1","8,6",2020
"EXTRA
GRANDE",MASERATI,Levante,3.8­32V,Trofe,A­8,S,E,G,\,\,"5,4","7,1",2020
"EXTRA
GRANDE",TOYOTA,Camry,3.5­24V,XLE,A­8,S,E,G,\,\,"8,3","11,5",2020
"EXTRA
GRANDE",TOYOTA,RAV4H,2.5­16V,SX AWD,CVT,S,E,G,\,\,"14,3","12,8",2020
"EXTRA
GRANDE",TOYOTA,RAV4H,2.5­16V,S AWD,CVT,S,E,G,\,\,"14,3","12,8",2020
"EXTRA
GRANDE",LEXUS,NX300H,2.5­16V,Luxury,CVT,S,E,G,\,\,"12,6","11,1",2020
"EXTRA
GRANDE",LEXUS,NX300H,2.5­16V,F­Sport,CVT,S,E,G,\,\,"12,6","11,1",2020
"EXTRA
GRANDE",LEXUS,NX300H,2.5­16V,Dynamic,CVT,S,E,G,\,\,"12,6","11,1",2020
"EXTRA
GRANDE",MERCEDES­BENZ,C180,1.5­16V,Coupé,A­9,S,E,G,\,\,"9,4","12,6",2020
"EXTRA
GRANDE",CHRYSLER,300C,3.6­24V,300C,A­8,S,H,G,\,\,"7,1","10,1",2020
"EXTRA
GRANDE",BMW,530e,2.0­16V,IPerformance,A­8,S,E­H,G,\,\,"22,0","26,4",2020
"EXTRA
GRANDE",BMW,M340i,3.0­24V,xDrive,A­8,S,E­H,G,\,\,"9,0","12,3",2020
"EXTRA
GRANDE",VW,Jetta,1.4­16V,250 TSI,A­6,S,E,F,"7,4","9,6","10,9","14,0",2020
"EXTRA
GRANDE",VW,Jetta,1.4­16V,"Comfortline
250 TSI",A­6,S,E,F,"7,4","9,6","10,9","14,0",2020
"EXTRA
GRANDE",VW,Jetta,1.4­16V,R­Lline 250 TSI,A­6,S,E,F,"7,4","9,6","10,9","14,0",2020
"EXTRA
GRANDE",VW,Jetta,2.0­16V,GLI 350 TSI,DSG,S,E,G,\,\,"9,9","12,5",2020
"EXTRA
GRANDE",VW,Passat,2.0­16V,Highline,DSG,S,E,G,\,\,"10,4","12,9",2020
"EXTRA
GRANDE",VW,Passat,2.0­16V,Comfortline,DSG,S,E,G,\,\,"10,4","12,9",2020
"EXTRA
GRANDE",VW,Tiguan,1.4­16V,"Allspace 250
TSI",DCT­6,S,E,F,"6,8","8,0","10,1","11,7",2020
"EXTRA
GRANDE",VW,Tiguan,1.4­16V,"Allspace
Comfortline
250 TSI",DCT­6,S,E,F,"6,8","8,0","10,1","11,7",2020
"EXTRA
GRANDE",VW,Tiguan,2.0­16V,"Allspace R­Line
350 TSI",DCT­7,S,E,G,\,\,"8,3","9,6",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",JAC,T40,1.6­16V,DVVT,CVT,S,E,G,\,\,"11,6","12,1",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",JAC,T40,1.5­16V,Jetflex,M­5,S,E,F,"8,1","8,7","11,9","12,8",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",JAC,T50,1.6­16V,DVVT,CVT,S,E,G,\,\,"11,3","11,5",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",JAC,T60,1.5­16V Turbo,Turbo,CVT,S,E,G,\,\,"9,6","11,2",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",NISSAN,Kicks,1.6­16V,S,M­5,S,E,F,"7,8","9,0","11,1","13,0",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",NISSAN,Kicks,1.6­16V,"SPC,ED",M­5,S,E,F,"7,8","9,0","11,1","13,0",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",NISSAN,Kicks,1.6­16V,S,CVT,S,E,F,"7,7","9,4","11,4","13,7",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",NISSAN,Kicks,1.6­16V,SV,CVT,S,E,F,"7,7","9,4","11,4","13,7",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",NISSAN,Kicks,1.6­16V,SL,CVT,S,E,F,"7,7","9,4","11,4","13,7",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",NISSAN,Kicks,1.6­16V,S DRCT,CVT,S,E,F,"7,7","9,4","11,4","13,7",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",NISSAN,Kicks,1.6­16V,UEFA CL,CVT,S,E,F,"7,7","9,4","11,4","13,7",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",NISSAN,Kicks,1.6­16V,"SPC,ED",CVT,S,E,F,"7,7","9,4","11,4","13,7",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",FORD,EcoSport,1.5­12V,SE,M­5,S,E,F,"8,3","9,0","11,6","13,1",2020
"UTILITÁRIO
ESPORTIVO",FORD,EcoSport,1.5­12V,Freestyle,M­5,S,E,F,"8,3","9,0","11,6","13,1",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",FORD,EcoSport,1.5­12V,SE,A­6,S,E,F,"7,1","8,6","10,3","12,6",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",FORD,EcoSport,1.5­12V,SE Direct,A­6,S,E,F,"7,1","8,6","10,3","12,6",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",FORD,EcoSport,1.5­12V,Freestyle,A­6,S,E,F,"7,1","8,6","10,3","12,6",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",FORD,EcoSport,1.5­12V,Titanium Plus,A­6,S,E,F,"6,8","8,2","9,8","11,6",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",FORD,EcoSport,2.0­16V,Storm 4WD,A­6,S,E,F,"6,0","8,0","8,5","11,4",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",KIA,New Soul,1.6­16V,EX2,A­6,S,E,F,"7,3","8,0","10,2","11,0",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",KIA,New Soul,1.6­16V,LX2,A­6,S,E,F,"7,3","8,0","10,2","11,0",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",CAOA CHERY,Tiggo 2,1.5­16V,Desert,M­5,S,H,F,"7,7","8,8","10,9","12,3",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",CAOA CHERY,Tiggo 2,1.5­16V,Exclusive,M­5,S,H,F,"7,7","8,8","10,9","12,3",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",CAOA CHERY,Tiggo 2,1.5­16V,Sport,M­5,S,H,F,"7,7","8,8","10,9","12,3",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",CAOA CHERY,Tiggo 2,1.5­16V,ACT,M­5,S,H,F,"7,7","8,8","10,9","12,3",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",CAOA CHERY,Tiggo 2,1.5­16V,Look,M­5,S,H,F,"7,7","8,8","10,9","12,3",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",CAOA CHERY,Tiggo 2,1.5­16V,Lux,M­5,S,H,F,"7,7","8,8","10,9","12,3",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",CAOA CHERY,Tiggo 2,1.5­16V,Smile,M­5,S,H,F,"7,7","8,8","10,9","12,3",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",CAOA CHERY,Tiggo 2,1.5­16V,ACT,A­4,S,H,F,"6,9","8,2","10,0","11,9",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",CAOA CHERY,Tiggo 2,1.5­16V,Exclusive,A­4,S,H,F,"6,9","8,2","10,0","11,9",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",CAOA CHERY,Tiggo 2,1.5­16V,Look,A­4,S,H,F,"6,9","8,2","10,0","11,9",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",CAOA CHERY,Tiggo 5X,1.5­16V Turbo,T,DCT­6,S,E,F,"6,7","8,0","9,8","11,7",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",CAOA CHERY,Tiggo 5X,1.5­16V Turbo,TXS,DCT­6,S,E,F,"6,7","8,0","9,8","11,7",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",MITSUBISHI,ASX,2.0­16V,Outdoor,CVT,S,E,F,"6,9","9,1","9,8","12,6",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",MITSUBISHI,ASX,2.0­16V,GLS,CVT,S,E,F,"6,9","9,1","9,8","12,6",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",MITSUBISHI,ASX,2.0­16V,HPE,CVT,S,E,F,"6,9","9,1","9,8","12,6",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",SUZUKI,Vitara,1.6­16V,4All,A­6,S,E,G,\,\,"11,6","13,2",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",SUZUKI,Vitara,1.6­16V,4You,A­6,S,E,G,\,\,"11,6","13,2",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",HONDA,HR­V,1.8­16V,LX,CVT,S,E,F,"7,7","8,6","11,0","12,3",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",HONDA,HR­V,1.8­16V,EX,CVT,S,E,F,"7,7","8,6","11,0","12,3",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",HONDA,HR­V,1.8­16V,EXL,CVT,S,E,F,"7,7","8,6","11,0","12,3",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",HONDA,WR­V,1.5­16V,EX,CVT,S,E,F,"8,1","8,8","11,7","12,4",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",HONDA,WR­V,1.5­16V,EXL,CVT,S,E,F,"8,1","8,8","11,7","12,4",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",PEUGEOT,2008,1.6­16V,Allure,M­5,S,E,F,"7,6","8,4","10,8","11,6",2020
"ESPORTIVO
COMPACTO",PEUGEOT,2008,1.6­16V,Griffe,A­6,S,E,F,"7,3","8,7","10,5","12,8",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",PEUGEOT,2008,1.6­16V,Allure,A­6,S,E,F,"7,3","8,7","10,5","12,8",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",PEUGEOT,2008,1.6­16V,Allure PK,A­6,S,E,F,"7,3","8,7","10,5","12,8",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",PEUGEOT,2008,1.6­16V,Cross,A­6,S,E,F,"7,3","8,7","10,5","12,8",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",PEUGEOT,2008,1.6­16V Turbo,Griffe THP,A­6,S,E,F,"7,4","9,0","10,6","13,1",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",FIAT,Argo,1.3­8V,Trekking,M­5,S,E,F,"8,5","9,6","12,1","13,5",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",FIAT,Argo,1.8­16V,Trekking,A­6,S,E,F,"6,6","8,6","9,4","11,9",2020
"UTILITÁRIO
ESPORTIVO
COMPACTO",FIAT,Novo Uno,1.3­8V,Way,M­5,S,E,F,"9,3","11,0","13,0","15,0",2020
