categoria,marca,modelo,motor,versao,transmissao,ar_condicionado,direcao,combustivel,km_etanol_cidade,km_etanol_estrada,km_gasolina_cidade,km_gasolina_estrada,ano
"FORA DE
ESTRADA",CHEVROLET,Trailblazer,3.6­24V,Premierr,A­6,S,E,G,\,\,"6,6","8,6",2020
"FORA DE
ESTRADA",CHEVROLET,Trailblazer,2.8­16V,Premier,A­6,S,E,D,\,\,"8,4","10,5",2020
"FORA DE
ESTRADA",CHEVROLET,Trailblazer,2.8­16V,LT,A­6,S,E,D,\,\,"8,4","10,5",2020
MINIVAN,KIA,Carnival,3.3­24V,EX,A­6,S,H,G,\,\,"6,4","8,4",2020
MINIVAN,KIA,Carnival,3.3­24V,LX,A­6,S,H,G,\,\,"6,4","8,4",2020
MINIVAN,FIAT,Dobló,1.8­16V,Essence 7L,M­5,S,H,F,"6,4","7,0","9,3","10,2",2020
MINIVAN,DODGE,Journey,3.6­24V,RT,A­6,S,H,G,\,\,"6,4","8,6",2020
MINIVAN,CHEVROLET,Spin,1.8­8V,Premier (7L),A­6,S,E,F,"7,1","8,7","10,2","12,4",2020
MINIVAN,CHEVROLET,Spin,1.8­8V,Premier (7L),M­6,S,E,F,"7,7","9,0","11,1","12,7",2020
MINIVAN,CHEVROLET,Spin,1.8­8V,AT ACT (7L),A­6,S,E,F,"7,1","8,3","10,2","11,8",2020
COMERCIAL,KIA,Bongo K2500,2.5­16V,HD SC,M­6,S,H,D,\,\,"9,5","9,7",2020
COMERCIAL,HYUNDAI,HR,2.5­16V,HDB,M­6,S,H,D,\,\,"9,0","8,8",2020
COMERCIAL,PEUGEOT,Expert,1.6­16V,BUSIN,M­6,S,E,D,\,\,"11,4","12,1",2020
COMERCIAL,PEUGEOT,Expert,1.6­16V,BUSINPK,M­6,S,E,D,\,\,"11,4","12,1",2020
COMERCIAL,PEUGEOT,Expert,1.6­16V,Minibus,M­6,S,E,D,\,\,"11,5","11,8",2020
COMERCIAL,PEUGEOT,Boxer,2.0­16V,BUSIN L2,M­6,S,H,D,\,\,"9,5","9,6",2020
COMERCIAL,PEUGEOT,Boxer,2.0­16V,BUSIN L3,M­6,S,H,D,\,\,"9,5","9,6",2020
COMERCIAL,PEUGEOT,Boxer,2.0­16V,Minibus,M­6,S,H,D,\,\,"8,7","9,0",2020
COMERCIAL,CITROEN,Jumpy,1.6­16V,Furgão,M­6,S,E,D,\,\,"11,4","12,1",2020
COMERCIAL,CITROEN,Jumpy,1.6­16V,Furgão PK,M­6,S,E,D,\,\,"11,4","12,1",2020
COMERCIAL,CITROEN,Jumpy,1.6­16V,Minibus,M­6,S,E,D,\,\,"11,5","11,8",2020
COMERCIAL,CITROEN,Jumper,2.0­16V,FG L2H2,M­6,S,H,D,\,\,"9,5","9,6",2020
COMERCIAL,CITROEN,Jumper,2.0­16V,FG L3H2,M­6,S,H,D,\,\,"9,5","9,6",2020
COMERCIAL,CITROEN,Jumper,2.0­16V,Minibus,M­6,S,H,D,\,\,"8,7","9,0",2020
COMERCIAL,FIAT,Ducato,2.3­16V,Chassi,M­6,S,H,D,\,\,"8,9","9,4",2020
COMERCIAL,FIAT,Ducato,2.3­16V,Cargo 8M³,M­6,S,H,D,\,\,"8,7","10,1",2020
COMERCIAL,FIAT,Ducato,2.3­16V,Cargo 10M³,M­6,S,H,D,\,\,"8,7","10,1",2020
COMERCIAL,FIAT,Ducato,2.3­16V,"Maxi Cargo
13M³",M­6,S,H,D,\,\,"8,7","10,1",2020
COMERCIAL,FIAT,Ducato,2.3­16V,Multi Longo,M­6,S,H,D,\,\,"8,7","10,1",2020
COMERCIAL,FIAT,Ducato,2.3­16V,"Multi Extra
Longo",M­6,S,H,D,\,\,"8,7","10,1",2020
COMERCIAL,FIAT,Fiorino,1.4­8V,Hard Working,M­5,S,H,F,"7,5","8,6","10,6","12,1",2020
COMERCIAL,RENAULT,Kangoo,1.6­16V,Express,M­5,S,H,F,"7,3","7,7","10,4","10,9",2020
COMERCIAL,RENAULT,Master Bus,2.3­16V,Minibus,M­6,S,H,D,\,\,"7,3","7,8",2020
COMERCIAL,RENAULT,Master Bus,2.3­16V,Trabus,M­6,S,H,D,\,\,"7,3","7,8",2020
COMERCIAL,RENAULT,Master Furgão,2.3­16V,Furgão,M­6,S,H,D,\,\,"7,8","8,2",2020
COMERCIAL,RENAULT,Master Chassis Cabine,2.3­16V,Chassis Cabine,M­6,S,H,D,\,\,"7,9","8,1",2020
"PICAPE
COMPACTA",FIAT,Strada,1.4­8V,Working CC,M­5,N,H,F,"8,1","9,3","11,5","13,5",2020
"PICAPE
COMPACTA",FIAT,Strada,1.4­8V,Freedom CC,M­5,S,H,F,"7,4","8,5","10,7","12,2",2020
"PICAPE
COMPACTA",FIAT,Strada,1.4­8V,Freedom CD,M­5,S,H,F,"7,4","8,5","10,7","12,2",2020
"PICAPE
COMPACTA",FIAT,Strada,1.4­8V,"Hard Working
CE",M­5,S,H,F,"7,4","8,5","10,7","12,2",2020
"PICAPE
COMPACTA",FIAT,Strada,1.4­8V,"Hard Working
CC",M­5,S,H,F,"7,4","8,5","10,7","12,2",2020
"PICAPE
COMPACTA",FIAT,Strada,1.4­8V,"Hard Working
CD",M­5,S,H,F,"7,4","8,5","10,7","12,2",2020
"PICAPE
COMPACTA",FIAT,Strada,1.8­16V,Adventure,M­5,S,H,F,"6,7","7,5","9,6","11,0",2020
"PICAPE
COMPACTA",RENAULT,Oroch,2.0­16V,Dynamique,M­6,S,E­H,F,"7,0","7,4","10,0","10,9",2020
"PICAPE
COMPACTA",RENAULT,Oroch,2.0­16V,Dynamique 4x2,A­4,S,E­H,F,"5,9","7,0","8,6","10,3",2020
"PICAPE
COMPACTA",RENAULT,Oroch,1.6­16V,Dynamique 4x2,M­5,S,E­H,F,"7,6","7,7","11,1","11,2",2020
"PICAPE
COMPACTA",RENAULT,Oroch,1.6­16V,Expression 4x2,M­5,S,E­H,F,"7,6","7,7","11,1","11,2",2020
"PICAPE
COMPACTA",CHEVROLET,Montana,1.4­8V,LS1,MT­5,N,H,F,"7,7","9,0","11,2","13,1",2020
"PICAPE
COMPACTA",CHEVROLET,Montana,1.4­8V,LS2,MT­5,S,H,F,"7,5","8,4","10,7","12,2",2020
"PICAPE
COMPACTA",CHEVROLET,Montana,1.4­8V,Sport,MT­5,S,H,F,"7,5","8,7","10,8","12,6",2020
"PICAPE
COMPACTA",VW,Saveiro,1.6­8V,"Robust (Cabine
Simples)",M­5,S,H,F,"7,5","8,8","10,8","12,4",2020
"PICAPE
COMPACTA",VW,Saveiro,1.6­8V,"Trendline
(Cabine
Simples)",M­5,S,H,F,"7,5","8,8","10,8","12,4",2020
"PICAPE
COMPACTA",VW,Saveiro,1.6­8V,"Robust (Cabine
Dupla)",M­5,S,H,F,"7,6","8,6","10,9","12,1",2020
"PICAPE
COMPACTA",VW,Saveiro,1.6­16V,"Cross (Cabine
Dupla)",M­5,S,H,F,"7,2","8,6","10,4","12,4",2020
PICAPE,SSANGYONG,Musso,2.2­16V,STD,A­6,S,H,D,\,\,"8,9","11,1",2020
PICAPE,SSANGYONG,Musso,2.2­16V,DLX,A­6,S,H,D,\,\,"8,9","11,1",2020
PICAPE,NISSAN,Frontier,2.3­16V,LE,A­7,S,H,D,\,\,"9,2","10,5",2020
PICAPE,NISSAN,Frontier,2.3­16V,SE,A­7,S,H,D,\,\,"9,2","10,5",2020
PICAPE,NISSAN,Frontier,2.3­16V,ATK,A­7,S,H,D,\,\,"9,2","10,5",2020
PICAPE,NISSAN,Frontier,2.3­16V,XE,A­7,S,H,D,\,\,"9,2","10,5",2020
PICAPE,NISSAN,Frontier,2.3­16V,S,MT,S,H,D,\,\,"9,3","10,2",2020
PICAPE,NISSAN,Frontier,2.3­16V,SE,A­7,S,H,D,\,\,"9,3","11,3",2020
PICAPE,NISSAN,Frontier,2.3­16V,ATK,A­7,S,H,D,\,\,"9,3","11,3",2020
PICAPE,FORD,Ranger 4x4,2.2­16V,XL,M­6,S,E,D,\,\,"10,3","10,4",2020
PICAPE,FORD,Ranger 4x4,2.2­16V,XLS,M­6,S,E,D,\,\,"10,3","10,4",2020
PICAPE,FORD,Ranger 4x2 C. Dupla,2.2­16V,XLS,A­6,S,E,D,\,\,"9,6","11,3",2020
PICAPE,FORD,Ranger 4x4 C. Dupla,2.2­16V,XLS,A­6,S,E,D,\,\,"9,0","10,4",2020
PICAPE,FORD,Ranger,3.2­20V,"Limited 4x4
(Cabine Dupla)",A­6,S,E,D,\,\,"8,6","9,9",2020
PICAPE,FORD,Ranger 4x4 C. Dupla,3.2­20V,XLT,A­6,S,E,D,\,\,"8,4","9,4",2020
PICAPE,FORD,Ranger 4x4 C. Dupla,3.2­20V,Storm,A­6,S,E,D,\,\,"8,4","9,4",2020
PICAPE,MITSUBISHI,L200 Triton Sport,2.4­16V,GLS,M­6,S,H,D,\,\,"10,1","13,2",2020
PICAPE,MITSUBISHI,L200 Triton Sport,2.4­16V,GLX,M­6,S,H,D,\,\,"10,1","13,2",2020
PICAPE,MITSUBISHI,L200 Triton Sport,2.4­16V,GL,M­6,S,H,D,\,\,"10,1","13,2",2020
PICAPE,MITSUBISHI,L200 Triton Sport,2.4­16V,GLS,A­5,S,H,D,\,\,"9,8","11,8",2020
PICAPE,MITSUBISHI,L200 Triton Sport,2.4­16V,HPE,A­5,S,H,D,\,\,"9,8","11,8",2020
PICAPE,MITSUBISHI,L200 Triton Sport,2.4­16V,HPE­S,A­5,S,H,D,\,\,"9,8","11,8",2020
PICAPE,TOYOTA,Hilux Diesel 4X4,2.8­16V,GR­S,A­6,S,E,D,\,\,"9,0","10,5",2020
PICAPE,TOYOTA,Hilux Diesel 4X4,2.8­16V,SRX,A­6,S,E,D,\,\,"9,0","10,5",2020
PICAPE,TOYOTA,Hilux Diesel 4X4,2.8­16V,SRV,A­6,S,E,D,\,\,"9,0","10,5",2020
PICAPE,TOYOTA,Hilux Diesel 4X4,2.8­16V,SR,A­6,S,E,D,\,\,"9,0","10,5",2020
PICAPE,TOYOTA,Hilux,2.8­16V,STD 4x4,M­6,S,E,D,\,\,"9,3","11,2",2020
PICAPE,TOYOTA,Hilux,2.8­16V,SC 4x4,M­6,S,E,D,\,\,"9,3","11,2",2020
PICAPE,TOYOTA,Hilux,2.8­16V,CC 4x4,M­6,S,E,D,\,\,"9,3","11,2",2020
PICAPE,TOYOTA,Hilux,2.8­16V,Narrow 4x4,M­6,S,E,D,\,\,"9,3","11,2",2020
PICAPE,TOYOTA,Hilux Flex 4X2,2.7­16V,CD SRV,A­6,S,E,F,"4,8","5,6","6,9","8,1",2020
PICAPE,TOYOTA,Hilux Flex 4X2,2.7­16V,CD SR,A­6,S,E,F,"4,8","5,6","6,9","8,1",2020
PICAPE,TOYOTA,Hilux Flex 4X2,2.7­16V,CHALLENGE,A­6,S,E,F,"4,8","5,6","6,9","8,1",2020
PICAPE,TOYOTA,Hilux Flex 4X2,2.7­16V,SR,M­5,S,E,F,"4,6","5,6","6,6","8,0",2020
PICAPE,TOYOTA,Hilux Flex 4X2,2.7­16V,SRV,M­5,S,E,F,"4,6","5,6","6,6","8,0",2020
PICAPE,TOYOTA,Hilux Flex 4X4,2.7­16V,CD SRV,A­6,S,E,F,"4,8","5,6","6,9","8,1",2020
PICAPE,TOYOTA,Hilux Gasolina 4X4,4.0­24V,GR­S,A­6,S,E,G,\,\,"6,0","7,6",2020
PICAPE,FIAT,Toro,2.4­16V,Volcano,A­9,S,E,F,"6,0","7,7","8,7","10,8",2020
PICAPE,FIAT,Toro,2.0­16V,Endurance 4X4,A­9,S,E,D,\,\,"9,9","12,3",2020
PICAPE,FIAT,Toro,2.0­16V,Freedom 4X4,A­9,S,E,D,\,\,"9,9","12,3",2020
PICAPE,FIAT,Toro,2.0­16V,Volcano 4X4,A­9,S,E,D,\,\,"9,9","12,3",2020
PICAPE,FIAT,Toro,2.0­16V,Ranch,A­9,S,E,D,\,\,"9,9","12,3",2020
PICAPE,FIAT,Toro,2.0­16V,Ultra,A­9,S,E,D,\,\,"9,9","12,3",2020
PICAPE,CHEVROLET,S10,2.5­16V,"ADV 4x2
(Cabine Dupla)",M­6,S,E,F,"5,6","6,4","8,4","9,5",2020
PICAPE,CHEVROLET,S10,2.5­16V,"High Country
Cabine Dupla",M­6,S,E,F,"5,5","6,4","8,3","9,5",2020
PICAPE,CHEVROLET,S10,2.5­16V,"High Country
Cabine Dupla
4x2",A­6,S,E,F,"5,3","6,4","7,8","9,5",2020
PICAPE,CHEVROLET,S10,2.5­16V,"High Country
Cabine Dupla
4x4",M­6,S,E,F,"5,3","6,1","8,0","9,0",2020
PICAPE,CHEVROLET,S10,2.5­16V,"High Country
Cabine Dupla
4x4",A­6,S,E,F,"5,1","6,2","7,5","9,1",2020
PICAPE,CHEVROLET,S10,2.5­16V,"LS Cabine
Simples 4x2",M­6,S,E,F,"5,6","6,0","8,2","8,8",2020
PICAPE,CHEVROLET,S10,2.5­16V,"LS Cabine
Dupla 4x2",M­6,S,E,F,"5,6","6,4","8,4","9,5",2020
PICAPE,CHEVROLET,S10,2.5­16V,"LT Cabine
Dupla 4x2",M­6,S,E,F,"5,6","6,4","8,4","9,5",2020
PICAPE,CHEVROLET,S10,2.5­16V,"LTZ Cabine
Dupla 4x2",M­6,S,E,F,"5,6","6,4","8,4","9,5",2020
PICAPE,CHEVROLET,S10,2.5­16V,"LTZ Cabine
Dupla 4x2",A­6,S,E,F,"5,3","6,4","7,9","9,4",2020
PICAPE,CHEVROLET,S10,2.5­16V,"LT Cabine
Dupla 4x2",A­6,S,E,F,"5,3","6,4","7,9","9,4",2020
PICAPE,CHEVROLET,S10,2.5­16V,"LT Cabine
Dupla 4x4",M­6,S,E,F,"5,3","6,1","8,1","9,1",2020
PICAPE,CHEVROLET,S10,2.5­16V,"LTZ Cabine
Dupla 4x4",M­6,S,E,F,"5,3","6,1","8,1","9,1",2020
PICAPE,CHEVROLET,S10,2.5­16V,"LT Cabine
Dupla 4x4",A­6,S,E,F,"5,0","6,2","7,4","9,0",2020
PICAPE,CHEVROLET,S10,2.5­16V,"LTZ Cabine
Dupla 4x4",A­6,S,E,F,"5,0","6,2","7,4","9,0",2020
PICAPE,CHEVROLET,S10,2.8­16V,"High Country
Cabine Dupla
4x4",A­6,S,E,D,\,\,"8,7","10,6",2020
PICAPE,CHEVROLET,S10,2.8­16V,"LT Cabine
Dupla 4x4",A­6,S,E,D,\,\,"8,7","10,6",2020
PICAPE,CHEVROLET,S10,2.8­16V,"LTZ Cabine
Dupla 4x4",A­6,S,E,D,\,\,"8,7","10,6",2020
PICAPE,CHEVROLET,S10,2.8­16V,"LS Cabine
Dupla 4x4",M­6,S,E,D,\,\,"9,1","11,0",2020
PICAPE,CHEVROLET,S10,2.8­16V,"LT Cabine
Dupla 4x4",M­6,S,E,D,\,\,"9,1","11,0",2020
PICAPE,CHEVROLET,S10,2.8­16V,"LT Cabine
Dupla 4x4",M­6,S,E,D,\,\,"9,1","11,0",2020
PICAPE,CHEVROLET,S10,2.8­16V,"LS Cabine
Simples 4x4",M­6,S,E,D,\,\,"8,8","10,4",2020
PICAPE,CHEVROLET,S10,2.8­16V,"LS Cabine
Chassis 4x4",M­6,S,E,D,\,\,"8,8","10,4",2020
PICAPE,CHEVROLET,S10,2.8­16V,"LTZ Cabine
Dupla 4x2",A­6,S,E,D,\,\,"8,8","10,8",2020
PICAPE,CHEVROLET,S10,2.8­16V,"LT Cabine
Dupla 4x2",A­6,S,E,D,\,\,"8,8","10,8",2020
PICAPE,CHEVROLET,S10,2.8­16V,"Midnught
Cabine Dupla
4x4",A­6,S,E,D,\,\,"8,7","10,6",2020
PICAPE,VW,Amarok,2.0­16V,S CS CH MA4,M­6,S,H,D,\,\,"9,3","8,5",2020
PICAPE,VW,Amarok,2.0­16V,CD 4X4 S,M­6,S,H,D,\,\,"7,9","8,7",2020
PICAPE,VW,Amarok,2.0­16V,CS 4X4 S,M­6,S,H,D,\,\,"7,9","8,7",2020
PICAPE,VW,Amarok,2.0­16V,CD 4X4 SE,M­6,S,H,D,\,\,"8,5","9,3",2020
PICAPE,VW,Amarok,2.0­16V,PAT SE I,M­6,S,H,D,\,\,"8,5","9,3",2020
PICAPE,VW,Amarok,2.0­16V,PAT SE II,M­6,S,H,D,\,\,"8,5","9,3",2020
PICAPE,VW,Amarok,2.0­16V,PAT SE III,M­6,S,H,D,\,\,"8,5","9,3",2020
PICAPE,VW,Amarok,2.0­16V,CD 4X4 High,A­8,S,H,D,\,\,"8,2","8,4",2020
PICAPE,VW,Amarok,2.0­16V,CD 4X4 Trend,A­8,S,H,D,\,\,"8,2","8,4",2020
PICAPE,VW,Amarok,2.0­16V,"CD 4X4
Comfort",A­8,S,H,D,\,\,"8,2","8,4",2020
PICAPE,VW,Amarok,3.0­24V,V6 HIGH AC4,A­8,S,H,D,\,\,"8,0","8,4",2020
PICAPE,VW,Amarok,3.0­24V,V6 EXTR AC4,A­8,S,H,D,\,\,"8,0","8,4",2020
ESPORTIVO,PORSCHE,911,3.0­24V,Carrera,DCT­7,S,E­H,G,\,\,"8,2","10,8",2020
ESPORTIVO,PORSCHE,911,3.0­24V,"Carrera
Cabriolet",DCT­7,S,E­H,G,\,\,"8,2","10,8",2020
ESPORTIVO,PORSCHE,911,3.0­24V,Carrera 4,DCT­7,S,E­H,G,\,\,"8,2","10,8",2020
ESPORTIVO,PORSCHE,911,3.0­24V,"Carrera 4
Cabriolet",DCT­7,S,E­H,G,\,\,"8,2","10,8",2020
ESPORTIVO,PORSCHE,911,3.0­24V,Targa 4,DCT­7,S,E­H,G,\,\,"8,2","10,8",2020
ESPORTIVO,PORSCHE,911,3.8­24V,Turbo,DCT­7,S,E­H,G,\,\,"7,0","9,2",2020
ESPORTIVO,PORSCHE,911,3.8­24V,Turbo Cabriolet,DCT­7,S,E­H,G,\,\,"7,0","9,2",2020
ESPORTIVO,PORSCHE,911,3.8­24V,Turbo S,DCT­7,S,E­H,G,\,\,"6,9","9,1",2020
ESPORTIVO,PORSCHE,911,3.8­24V,"Turbo S
Cabriolet",DCT­7,S,E­H,G,\,\,"6,9","9,1",2020
ESPORTIVO,PORSCHE,911,3.0­24V,Carrera GTS CA,DCT­7,S,E­H,G,\,\,"7,4","9,8",2020
ESPORTIVO,PORSCHE,911,3.0­24V,Carrera GTS,DCT­7,S,E­H,G,\,\,"7,4","9,8",2020
ESPORTIVO,PORSCHE,911,3.0­24V,"Carrera 4 GT
SCA",DCT­7,S,E­H,G,\,\,"7,4","9,8",2020
ESPORTIVO,PORSCHE,911,3.0­24V,Targa 4GTS,DCT­7,S,E­H,G,\,\,"7,4","9,8",2020
ESPORTIVO,PORSCHE,911,3.0­24V,Carrera 4 GTS,DCT­7,S,E­H,G,\,\,"7,4","9,8",2020
ESPORTIVO,PORSCHE,911,3.0­24V,Carrera T,DCT­7,S,E,G,\,\,"8,1","10,4",2020
ESPORTIVO,PORSCHE,911,3.0­24V,Carrera T,M­7,S,E,G,\,\,"6,5","10,1",2020
ESPORTIVO,PORSCHE,911,3.8­24V,GT2 RS,DCT­7,S,E,G,\,\,"6,3","8,7",2020
ESPORTIVO,PORSCHE,911,4.0­24V,GT3 RS,DCT­7,S,E,G,\,\,"5,7","7,7",2020
ESPORTIVO,PORSCHE,911,4.0­24V,GT3,DCT­7,S,E,G,\,\,"5,9","8,2",2020
ESPORTIVO,PORSCHE,911,3.0­24V,Carrera S,DCT­8,S,E,G,\,\,"6,4","8,5",2020
ESPORTIVO,PORSCHE,911,3.0­24V,Carrera 4S,DCT­8,S,E,G,\,\,"6,4","8,5",2020
ESPORTIVO,PORSCHE,911,3.0­24V,Carrera SC,DCT­8,S,E,G,\,\,"6,4","8,5",2020
ESPORTIVO,PORSCHE,911,3.0­24V,Carrera 4SC,DCT­8,S,E,G,\,\,"6,4","8,5",2020
ESPORTIVO,PORSCHE,Boxster,2.5­16V,S,DCT­7,S,E­H,G,\,\,"8,7","11,4",2020
ESPORTIVO,PORSCHE,Boxster,2.5­16V,GTS,DCT­7,S,E,G,\,\,"7,9","10,3",2020
ESPORTIVO,PORSCHE,Cayman,2.5­16V,S,DCT­7,S,E­H,G,\,\,"8,7","11,4",2020
ESPORTIVO,PORSCHE,Cayman,2.5­16V,GTS,DCT­7,S,E,G,\,\,"7,9","10,3",2020
ESPORTIVO,PORSCHE,Panamera (MY19),3.0­24V,4,DCT­8,S,E,G,\,\,"8,4","12,4",2020
ESPORTIVO,PORSCHE,Panamera (MY19),3.0­24V,4 EXE,DCT­8,S,E,G,\,\,"8,4","12,4",2020
ESPORTIVO,PORSCHE,Panamera (MY19),3.0­24V,4ST,DCT­8,S,E,G,\,\,"8,4","12,4",2020
ESPORTIVO,PORSCHE,Panamera (MY19),2.9­24V,4S,DCT­8,S,E­H,G,\,\,"7,5","10,2",2020
ESPORTIVO,PORSCHE,Panamera (MY19),4.0­32V,Turbo,DCT­8,S,E­H,G,\,\,"6,5","9,6",2020
ESPORTIVO,PORSCHE,Panamera (MY19),4.0­32V,T ST,DCT­8,S,E,G,\,\,"6,3","9,4",2020
ESPORTIVO,PORSCHE,Panamera,2.9­24V,4EHEX,A­8,S,E,G,\,\,"19,2","21,3",2020
ESPORTIVO,PORSCHE,Panamera,2.9­24V,4EHST,A­8,S,E,G,\,\,"19,2","21,3",2020
ESPORTIVO,PORSCHE,Panamera,2.9­24V,4EHYB,A­8,S,E,G,\,\,"19,2","21,3",2020
ESPORTIVO,PORSCHE,Panamera,4.0­32V,TSEHE,A­8,S,E,G,\,\,"18,4","20,3",2020
ESPORTIVO,PORSCHE,Panamera,4.0­32V,TSEHS,A­8,S,E,G,\,\,"18,4","20,3",2020
ESPORTIVO,PORSCHE,Panamera,4.0­32V,TSEHY,A­8,S,E,G,\,\,"18,4","20,3",2020
ESPORTIVO,JAGUAR,F­Type,3.0­24V,Coupe,A­8,S,H,G,\,\,"6,9","10,3",2020
ESPORTIVO,JAGUAR,F­Type,3.0­24V,Cabrio,A­8,S,H,G,\,\,"6,9","10,3",2020
ESPORTIVO,JAGUAR,F­Type,3.0­24V,S Cabrio,A­8,S,H,G,\,\,"7,1","9,9",2020
ESPORTIVO,JAGUAR,F­Type,3.0­24V,S Coupe,A­8,S,H,G,\,\,"7,1","9,9",2020
ESPORTIVO,JAGUAR,F­Type,3.0­24V,380RD CP,A­8,S,H,G,\,\,"7,1","9,9",2020
ESPORTIVO,JAGUAR,F­Type,5.0­32V,R COUP4W,A­8,S,H,G,\,\,"5,7","8,6",2020
ESPORTIVO,JAGUAR,F­Type,3.0­24V,400 Sport,A­8,S,E,G,\,\,"6,9","10,1",2020
ESPORTIVO,JAGUAR,F­Type,2.0­16V Turbo,300 CB,A­8,S,E,G,\,\,"7,8","10,6",2020
ESPORTIVO,JAGUAR,F­Type,2.0­16V Turbo,300 CP,A­8,S,E,G,\,\,"7,8","10,6",2020
ESPORTIVO,JAGUAR,F­Type,2.0­16V Turbo,300RD CB,A­8,S,E,G,\,\,"7,8","10,6",2020
ESPORTIVO,JAGUAR,F­Type,2.0­16V Turbo,300RD CP,A­8,S,E,G,\,\,"7,8","10,6",2020
ESPORTIVO,JAGUAR,F­Type,5.0­32V,SVR 575,A­8,S,E,G,\,\,"5,9","9,0",2020
ESPORTIVO,LAMBORGHINI,Huracan,5.2­40V,Evo SP,DCT­7,S,E,G,\,\,"4,8","6,8",2020
ESPORTIVO,LAMBORGHINI,Huracan,5.2­40V,Evo CP,DCT­7,S,E,G,\,\,"4,8","6,8",2020
ESPORTIVO,FERRARI,488,3.9­32V,Pista Spyder,DCT­7,S,E,G,\,\,"6,2","8,4",2020
ESPORTIVO,NISSAN,GT­R Premium,3.8­24V,Premium,DCT­6,S,H,G,\,\,"6,1","8,2",2020
ESPORTIVO,NISSAN,GT­R Nismo,3.8­24V,Nismo,DCT­6,S,H,G,\,\,"6,2","8,0",2020
ESPORTIVO,FORD,Mustang,5.0­32V,GT,A­10,S,E,G,\,\,"5,9","8,9",2020
ESPORTIVO,AUDI,TT RS,2.5­20V,Coupé,DCT­7,S,E,G,\,\,"7,5","10,3",2020
ESPORTIVO,MINI,Cabrio,2.0­16V,JCW,A­8,S,E­H,G,\,\,"10,7","12,2",2020
ESPORTIVO,MINI,Cabrio,2.0­16V,JCW,A­8,S,E­H,G,\,\,"10,9","10,1",2020
ESPORTIVO,MINI,Cooper,2.0­16V,S,DCT­7,S,E­H,G,\,\,"11,9","14,4",2020
ESPORTIVO,MINI,Cooper,2.0­16V,Cooper S,DCT­7,S,E­H,G,\,\,"11,3","13,7",2020
ESPORTIVO,MCLAREN,720S,4.0­32V,Coupe,DCT,S,E,G,\,\,"6,0","7,7",2020
ESPORTIVO,MCLAREN,570,3.8­32V,GT,DCT,S,E,G,\,\,"6,1","7,8",2020
ESPORTIVO,MCLAREN,570,3.8­32V,S Coupe,DCT,S,E,G,\,\,"6,1","7,8",2020
ESPORTIVO,MCLAREN,570,3.8­32V,S Spider,DCT,S,E,G,\,\,"6,1","7,8",2020
ESPORTIVO,MCLAREN,720S,4.0­32V,Spider,DCT,S,E,g,\,\,"6,0","7,7",2020
ESPORTIVO,MERCEDES­BENZ,AMG C43,3.0­24V,Coupé,A­9,S,E,G,\,\,"7,4","10,8",2020
ESPORTIVO,MERCEDES­BENZ,AMG C63 S,4.0­32V,Coupé,A­9,S,E,G,\,\,"6,1","9,4",2020
ESPORTIVO,MERCEDES­BENZ,C300,2.0­16V,Cabrio,A­9,S,E,G,\,\,"7,1","8,9",2020
ESPORTIVO,MERCEDES­BENZ,AMG S63 4M,4.0­32V,Coupé,A­9,S,E,G,\,\,"6,8","9,7",2020
ESPORTIVO,MERCEDES­BENZ,AMG GTC,4.0­32V,Roadster,A­7,S,E,G,\,\,"5,8","7,8",2020
ESPORTIVO,BMW,M2,3.0­24V,Competition,A­7,S,E­H,G,\,\,"7,7","9,3",2020
ESPORTIVO,BMW,430i,2.0­16V,Cabrio,A­8,S,E­H,G,\,\,"9,8","12,0",2020
ESPORTIVO,BMW,M760Li,6.6­48V,xDrive,A­8,S,E­H,G,\,\,"5,2","7,1",2020
ESPORTIVO,BMW,Z4,2.0­16V,sDrive 30i,A­8,S,E­H,G,\,\,"9,8","11,5",2020
ESPORTIVO,BMW,i8,1.5­12V,Roadster,A­6,S,E,G,\,\,"24,2","27,2",2020
ESPORTIVO,CHEVROLET,Camaro,6.2­16V,2SS,A­10,S,E,G,\,\,"6,2","9,9",2020
ESPORTIVO,CHEVROLET,Camaro,6.2­16V,2SS CONV,A­10,S,E,G,\,\,"6,1","9,6",2020
